tokens	tags	text	ner_tags	lang
['උතුරු', 'පළාත', 'ආවරණය', 'වන', 'පරිදි', 'යාපනය', 'දිස්ත්\u200dරික්කය', 'තුළ', 'නව', 'කම්කරු', 'විනිශ්චය', 'සභාවක්', 'ආරම්භ', 'කිරීම', 'සඳහා', 'තනතුරු', 'ඇති', 'කිරීමට', 'කළමනාකරණ', 'සේවා', 'දෙපාර්තමේන්තුවේ', 'අධ්\u200dයක්ෂ', 'ජෙනරාල්ගේ', '2016.01.16', 'දිනැති', 'ලිපිය', 'මගින්', 'අනුමැතිය', 'ලබා', 'දී', 'ඇත', '.']	['B-LOC', 'I-LOC', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	උතුරු පළාත ආවරණය වන පරිදි යාපනය දිස්ත්‍රික්කය තුළ නව කම්කරු විනිශ්චය සභාවක් ආරම්භ කිරීම සඳහා තනතුරු ඇති කිරීමට කළමනාකරණ සේවා දෙපාර්තමේන්තුවේ අධ්‍යක්ෂ ජෙනරාල්ගේ 2016.01.16 දිනැති ලිපිය මගින් අනුමැතිය ලබා දී ඇත.	[5, 6, 0, 0, 0, 5, 0, 0, 0, 3, 4, 4, 0, 0, 0, 0, 0, 0, 7, 8, 8, 8, 8, 7, 0, 0, 0, 0, 0, 0, 0, 0]	si
['12', '.', 'විහාරස්ථ', 'දේපළෙහි', 'භාරකරු', 'වශයෙන්', 'කටයුතු', 'කිරීම']	['B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	12. විහාරස්ථ දේපළෙහි භාරකරු වශයෙන් කටයුතු කිරීම	[7, 0, 0, 0, 0, 0, 0, 0]	si
['ඒවා', 'සලකුණු', 'කිරීමට', '2015.08.05', 'හා', '2015.08.06', 'යන', 'දෙදින', 'වෙන්', 'කර', 'තිබුණි', '.']	['O', 'O', 'O', 'B-MISC', 'O', 'B-MISC', 'O', 'B-MISC', 'O', 'O', 'O', 'O']	ඒවා සලකුණු කිරීමට 2015.08.05 හා 2015.08.06 යන දෙදින වෙන් කර තිබුණි.	[0, 0, 0, 7, 0, 7, 0, 7, 0, 0, 0, 0]	si
['වේලි', 'ආරක්ෂණ', 'හා', 'ජල', 'සම්පත්', 'සැලසුම්', 'ව්\u200dයාපෘතියේ', 'නිර්දේශය', 'ලැබීමට', 'නියමිත', 'ය', '.']	['B-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O']	වේලි ආරක්ෂණ හා ජල සම්පත් සැලසුම් ව්‍යාපෘතියේ නිර්දේශය ලැබීමට නියමිත ය.	[7, 8, 8, 8, 8, 8, 8, 0, 0, 0, 0, 0]	si
['5', '.', 'අවසාන', 'ගිණුම්', '2014', 'දිස්ත්\u200dරික්', 'ලේකම්', '/', 'දිසාපතිතුමාගේ', 'පණිවුඩය', 'රත්නපුර', 'දිස්ත්\u200dරික්', 'ලේකම්', 'කාර්යාලයේ', '2014', 'වර්ෂයට', 'අදාළ', 'කාර්යසාධන', 'හා', 'ගිණුම්', 'වාර්තාව', 'ඉදිරිපත්', 'කරන', 'අවස්ථාවේ', 'ඒ', 'පිළිබඳව', 'සටහනක්', 'තැබීමට', 'ලැබීම', 'ගැන', 'සතුටු', 'වෙමි', '.']	['B-MISC', 'O', 'O', 'O', 'B-MISC', 'B-MISC', 'I-MISC', 'O', 'B-MISC', 'O', 'B-LOC', 'I-ORG', 'I-ORG', 'I-ORG', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	5. අවසාන ගිණුම් 2014 දිස්ත්‍රික් ලේකම්/ දිසාපතිතුමාගේ පණිවුඩය රත්නපුර දිස්ත්‍රික් ලේකම් කාර්යාලයේ 2014 වර්ෂයට අදාළ කාර්යසාධන හා ගිණුම් වාර්තාව ඉදිරිපත් කරන අවස්ථාවේ ඒ පිළිබඳව සටහනක් තැබීමට ලැබීම ගැන සතුටු වෙමි.	[7, 0, 0, 0, 7, 7, 8, 0, 7, 0, 5, 4, 4, 4, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	si
['මෙම', 'දත්ත', 'පද්ධතියට', 'උපාධිය', 'යටතේ', 'වන', 'උපාධිධාරීන්', 'විශ්වවිද්\u200dයාල', 'මගින්', 'ලියාපදිංචි', 'විය', 'යුතුය', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O']	මෙම දත්ත පද්ධතියට උපාධිය යටතේ වන උපාධිධාරීන් විශ්වවිද්‍යාල මගින් ලියාපදිංචි විය යුතුය.	[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0]	si
['4', '.', 'පළාත්', 'පාලන', 'දෙපාර්තමේන්තු', 'අනුමත', 'කරන', 'ලද', 'විමධ්\u200dයගත', 'අරමුදල්', 'ව්\u200dයාපෘති', 'කොන්ත්\u200dරාත්', 'කටයුතු']	['B-MISC', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'I-MISC', 'O', 'O']	4. පළාත් පාලන දෙපාර්තමේන්තු අනුමත කරන ලද විමධ්‍යගත අරමුදල් ව්‍යාපෘති කොන්ත්‍රාත් කටයුතු	[7, 0, 3, 4, 4, 0, 0, 0, 7, 8, 8, 0, 0]	si
['පාසල්', 'ළමුන්', 'හා', 'රාජ්\u200dය', 'නිලධාරීන්', 'බෝගම්බර', 'ක්\u200dරීඩාංගණය', 'රාජ්\u200dය', 'නර්තන', 'තරග', 'පැවැත්වීම']	['O', 'O', 'O', 'B-MISC', 'I-MISC', 'B-MISC', 'I-MISC', 'B-MISC', 'I-MISC', 'I-MISC', 'O']	පාසල් ළමුන් හා රාජ්‍ය නිලධාරීන් බෝගම්බර ක්‍රීඩාංගණය රාජ්‍ය නර්තන තරග පැවැත්වීම	[0, 0, 0, 7, 8, 7, 8, 7, 8, 8, 0]	si
['8', '.', 'නෛතික', 'කටයුතු', 'ලංකා', 'කෙට්', 'සමාගමෙන්', 'අය', 'විය', 'යුතුව', 'ඇති', 'රු', '.807,187.50ක', 'මුදල', 'අය', 'කරගැනීම', 'සඳහා', 'නඩු', 'අංක', '53429', '/', 'එම්.අර්', '.', 'යටතේ', 'කොළඹ', 'දිසා', 'අධිකරණය', 'යටතේ', 'නඩු', 'පවරා', 'ඇත', '.']	['B-MISC', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O']	8. නෛතික කටයුතු ලංකා කෙට් සමාගමෙන් අය විය යුතුව ඇති රු .807,187.50ක මුදල අය කරගැනීම සඳහා නඩු අංක 53429/ එම්.අර්. යටතේ කොළඹ දිසා අධිකරණය යටතේ නඩු පවරා ඇත.	[7, 0, 0, 0, 3, 4, 4, 0, 0, 0, 0, 7, 8, 0, 0, 0, 0, 7, 8, 8, 8, 8, 8, 0, 3, 4, 4, 0, 0, 0, 0, 0]	si
['පොදු', 'ජනතාව', 'මෙ\u200dතෙක්', 'පදිංචි', 'කිරීමට', 'පියවර', 'ගෙන', 'නොමැති', 'අංක', '10', 'යාපනය', 'මැතිවරණ', 'කොට්ඨාසයේ', 'ඡන්ද', 'ප්\u200dරදේශ', '03ක්', 'තුළ', 'ඡන්ද', 'කොට්ඨාස', '28ක්', 'හා', 'අංක', '11', 'වන්නි', 'මැතිවරණ', 'කොට්ඨාසයට', 'අයත්', 'මන්නාරම', 'ඡන්ද', 'ප්\u200dරදේශයේ', 'එක්', '(', '01', ')', 'ඡන්ද', 'කොට්ඨාසයක', 'පමණක්', 'ගෙයින්\u200d', 'ගෙට', 'ගොස්', 'ඡන්දහිමියන්', 'ගණන්', 'ගැනීමේ', 'අවස්ථාව', 'නොලැබිණි', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'B-MISC', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'B-LOC', 'O', 'O', 'B-MISC', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	පොදු ජනතාව මෙ‍තෙක් පදිංචි කිරීමට පියවර ගෙන නොමැති අංක 10 යාපනය මැතිවරණ කොට්ඨාසයේ ඡන්ද ප්‍රදේශ 03ක් තුළ ඡන්ද කොට්ඨාස 28ක් හා අංක 11 වන්නි මැතිවරණ කොට්ඨාසයට අයත් මන්නාරම ඡන්ද ප්‍රදේශයේ එක් ( 01 ) ඡන්ද කොට්ඨාසයක පමණක් ගෙයින්‍ ගෙට ගොස් ඡන්දහිමියන් ගණන් ගැනීමේ අවස්ථාව නොලැබිණි.	[0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 5, 6, 6, 0, 0, 7, 0, 0, 0, 7, 0, 0, 7, 5, 6, 6, 0, 5, 0, 0, 7, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	si
['ස්තුතියි', 'මෙයට', 'විශ්වාසි', ',', 'අධ්\u200dයක්ෂ', 'ජනරාල්', 'හා', 'ප්\u200dරධාන', 'විධායක', 'නවීන', 'තාක්ෂණ', 'පිළිබඳ', 'ආතර්', 'සී', '.', 'ක්ලාක්', 'ආයතනය', 'වාර්ෂික', 'වාර්තාව']	['O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'B-MISC', 'I-MISC', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O']	ස්තුතියි මෙයට විශ්වාසි, අධ්‍යක්ෂ ජනරාල් හා ප්‍රධාන විධායක නවීන තාක්ෂණ පිළිබඳ ආතර් සී. ක්ලාක් ආයතනය වාර්ෂික වාර්තාව	[0, 0, 0, 0, 7, 8, 0, 7, 8, 3, 4, 4, 4, 4, 4, 4, 4, 0, 0]	si
['උසස්', 'අධ්\u200dයාපනය', 'සඳහා', 'වන', 'විවෘත', 'හා', 'දුරස්ථ', 'අධ්\u200dයාපනය', 'වෙනුවෙන්', 'පිරිනමන', 'ලෝක', 'අධ්\u200dයාපනික', 'සම්මානය', 'ඉන්දියාවේදී', 'පිරිනමන', 'ලදී', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'I-MISC', 'B-LOC', 'O', 'O', 'O']	උසස් අධ්‍යාපනය සඳහා වන විවෘත හා දුරස්ථ අධ්‍යාපනය වෙනුවෙන් පිරිනමන ලෝක අධ්‍යාපනික සම්මානය ඉන්දියාවේදී පිරිනමන ලදී.	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 8, 5, 0, 0, 0]	si
['එහි', 'කළමනාකාරිත්වය', 'අගවිනිසුරුතුමා', 'සහ', 'අතිගරු', 'ජනාධිපතිතුමා', 'විසින්', 'පත්', 'කරන', 'ලද', 'ශ්\u200dරේෂ්ඨාධිකරණ', 'විනිසුරුවන්', 'දෙදෙනෙකුගෙන්', 'සැදුම්ලත්', 'සාමාජිකයන්', '05', 'දෙනෙකුගෙන්', 'සමන්විත', 'වේ', '.']	['O', 'O', 'B-MISC', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O']	එහි කළමනාකාරිත්වය අගවිනිසුරුතුමා සහ අතිගරු ජනාධිපතිතුමා විසින් පත් කරන ලද ශ්‍රේෂ්ඨාධිකරණ විනිසුරුවන් දෙදෙනෙකුගෙන් සැදුම්ලත් සාමාජිකයන් 05 දෙනෙකුගෙන් සමන්විත වේ.	[0, 0, 7, 0, 0, 7, 0, 0, 0, 0, 7, 8, 0, 0, 0, 7, 0, 0, 0, 0]	si
['දිස්ත්\u200dරික්කය', 'කෝවිල්', 'සංඛ්\u200dයාව', 'කෑගල්ල', 'පුත්තලම', 'එකතුව', 'උතුරු', 'වසන්තය', 'ව්\u200dයාපෘතිය', 'යටතේ', 'කෝවිල්වලට', 'ආධාර', 'ලබා', 'දීම', 'මෙම', 'ව්\u200dයාපෘතිය', 'යටතේ', 'මෙතෙක්', 'කෝවිල්', '100ක්', 'සඳහා', 'රු', '.', 'ලක්ෂ', '2ක', 'බැගින්', 'මූල්\u200dයාධාර', 'ලෙස', 'ප්\u200dරාදේශීය', 'ලේකම්', 'හරහා', 'ලබා', 'දී', 'ඇත', '.']	['O', 'O', 'O', 'B-LOC', 'B-LOC', 'O', 'B-MISC', 'I-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'B-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O']	දිස්ත්‍රික්කය කෝවිල් සංඛ්‍යාව කෑගල්ල පුත්තලම එකතුව උතුරු වසන්තය ව්‍යාපෘතිය යටතේ කෝවිල්වලට ආධාර ලබා දීම මෙම ව්‍යාපෘතිය යටතේ මෙතෙක් කෝවිල් 100ක් සඳහා රු . ලක්ෂ 2ක බැගින් මූල්‍යාධාර ලෙස ප්‍රාදේශීය ලේකම් හරහා ලබා දී ඇත.	[0, 0, 0, 5, 5, 0, 7, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 7, 8, 8, 8, 0, 0, 0, 7, 8, 0, 0, 0, 0, 0]	si
['ටොරිංටන්', 'නිවාස', 'ක්\u200dරමය', 'නිවාස', 'අවශ්\u200dයතාවට', 'භූමි', 'පරිහරණය', 'සලකා', 'බලන', 'විට', 'ඉතාම', 'අඩු', 'උපයෝගී', 'කරගැනීමක්', 'හා', 'ගොඩනැගිලි', 'ඉදිකර', 'වසර', '40ක', 'අධික', 'කාලයක්', 'ගත', 'වී', 'ඇති', 'බවත්', 'තහවුරු', 'විය', '.']	['B-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	ටොරිංටන් නිවාස ක්‍රමය නිවාස අවශ්‍යතාවට භූමි පරිහරණය සලකා බලන විට ඉතාම අඩු උපයෝගී කරගැනීමක් හා ගොඩනැගිලි ඉදිකර වසර 40ක අධික කාලයක් ගත වී ඇති බවත් තහවුරු විය.	[5, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0]	si
['4.4', 'ජනාධිපතිවරයා', 'තෝරා', 'පත්', 'කර', 'ගැනීම', 'පිළිබඳ', 'පනතේ', '2', 'වගන්තිය', 'යටතේ', 'ඡන්ද', 'විමසීම', 'පිළිබඳ', '2014.11.21', 'දින', 'නිකුත්', 'දැන්වීමට', 'සහ', 'අදාළ', 'පනතේ', '23', '(', '2', ')', 'වගන්තියට', 'අනුව', ',', 'ඡන්ද', 'විමසීම්', 'රාජකාරිවලට', 'සම්බන්ධ', 'වන', 'රජයේ', 'නිලධාරීන්', 'සඳහා', 'තැපෑලෙන්', 'ඡන්දය', 'දීමේ', 'පහසුකම්', 'සැලසිය', 'යුතු', 'ව', 'තිබුණි', '.']	['B-MISC', 'B-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	4.4 ජනාධිපතිවරයා තෝරා පත් කර ගැනීම පිළිබඳ පනතේ 2 වගන්තිය යටතේ ඡන්ද විමසීම පිළිබඳ 2014.11.21 දින නිකුත් දැන්වීමට සහ අදාළ පනතේ 23 ( 2 ) වගන්තියට අනුව, ඡන්ද විමසීම් රාජකාරිවලට සම්බන්ධ වන රජයේ නිලධාරීන් සඳහා තැපෑලෙන් ඡන්දය දීමේ පහසුකම් සැලසිය යුතු ව තිබුණි.	[7, 7, 8, 8, 8, 8, 8, 8, 8, 8, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 7, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	si
['5.3', 'පුපුරණ', 'ද්\u200dරව්\u200dය', 'පාලන', 'අංශයේ', 'ක්\u200dරියාකාරකම්', 'පුපුරණ', 'ද්\u200dරව්\u200dය', 'පාලන', 'අංශය', 'මඟින්', '2014', 'වසර', 'තුළ', 'දී', 'සිදු', 'කරන', 'ලද', 'කාර්ය', 'පහතින්']	['B-MISC', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	5.3 පුපුරණ ද්‍රව්‍ය පාලන අංශයේ ක්‍රියාකාරකම් පුපුරණ ද්‍රව්‍ය පාලන අංශය මඟින් 2014 වසර තුළ දී සිදු කරන ලද කාර්ය පහතින්	[7, 3, 4, 4, 4, 0, 3, 4, 4, 4, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0]	si
['6', '.', 'ඇඹිලිපිටිය', 'නව', 'මහේස්ත්\u200dරාත්', 'අධිකරණය', 'හා', 'තාප්පය', 'ඉදි', 'කිරීම']	['B-MISC', 'O', 'B-LOC', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O']	6. ඇඹිලිපිටිය නව මහේස්ත්‍රාත් අධිකරණය හා තාප්පය ඉදි කිරීම	[7, 0, 5, 0, 3, 4, 0, 0, 0, 0]	si
['එයින්', 'රත්නපුර', ',', 'කළුතර', ',', 'ගාල්ල', ',', 'යාපනය', ',', 'මඩකලපුව', ',', 'නුවරඑළිය', ',', 'කිලිනොච්චි', 'ආදි', 'දිස්ත්\u200dරික්ක', 'පාසල්', '79ක්', 'සඳහා', 'බෙදා', 'දී', 'ඇත', '.']	['O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O']	එයින් රත්නපුර, කළුතර, ගාල්ල, යාපනය, මඩකලපුව, නුවරඑළිය, කිලිනොච්චි ආදි දිස්ත්‍රික්ක පාසල් 79ක් සඳහා බෙදා දී ඇත.	[0, 5, 0, 5, 0, 5, 0, 5, 0, 5, 0, 5, 0, 5, 0, 0, 0, 7, 0, 0, 0, 0, 0]	si
['මේ', 'අනුව', ',', '2013', 'වසර', 'තුළ', 'නව', 'පත්වීම්', 'දාහතක්', '(', '17', ')', 'ක්', 'සිදු', 'කර', 'ඇත', '.']	['O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O']	මේ අනුව, 2013 වසර තුළ නව පත්වීම් දාහතක් ( 17 ) ක් සිදු කර ඇත.	[0, 0, 0, 7, 0, 0, 0, 0, 7, 0, 7, 0, 0, 0, 0, 0, 0]	si
['මෙම', 'ගිණුම', '2012', 'වසරේ', 'පහට', 'පරිදී', 'ගණුදෙණු', 'සිදු', 'වී', 'ඇත', '.']	['O', 'O', 'B-MISC', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O']	මෙම ගිණුම 2012 වසරේ පහට පරිදී ගණුදෙණු සිදු වී ඇත.	[0, 0, 7, 0, 7, 0, 0, 0, 0, 0, 0]	si
['11.3', 'දිස්ත්\u200dරික්', 'මැතිවරණ', 'කාර්යාලවල', 'සහ', 'දිස්ත්\u200dරික්', 'නියෝජ්\u200dය', 'මැතිවරණ', 'කොමසාරිස්', '/', 'සහකාර', 'මැතිවරණ', 'කොමසාරිස්', 'නිල', 'නිවාසවල', 'කළ', 'යුතු', 'ව', 'තිබූ', 'හදිසි', 'අලුත්වැඩියාවන්', 'ද', '2015', 'වසර', 'තුළ', 'ලැබුණු', 'ප්\u200dරතිපාදන', 'සීමාවන්', 'තුළ', 'ඉටු', 'කර', 'ගැනීමට', 'කටයුතු', 'කරන', 'ලදී', '.']	['B-MISC', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'O', 'B-MISC', 'I-MISC', 'I-MISC', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	11.3 දිස්ත්‍රික් මැතිවරණ කාර්යාලවල සහ දිස්ත්‍රික් නියෝජ්‍ය මැතිවරණ කොමසාරිස්/ සහකාර මැතිවරණ කොමසාරිස් නිල නිවාසවල කළ යුතු ව තිබූ හදිසි අලුත්වැඩියාවන් ද 2015 වසර තුළ ලැබුණු ප්‍රතිපාදන සීමාවන් තුළ ඉටු කර ගැනීමට කටයුතු කරන ලදී.	[7, 3, 4, 4, 0, 7, 8, 8, 8, 0, 7, 8, 8, 7, 8, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	si
['උසස්පෙළ', 'හදාරන', 'දෘශ්\u200dයාබාධිත', 'සිසුන්', 'සඳහා', 'මුදල්', 'ආධාර', 'ලබාදීම', '.']	['B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	උසස්පෙළ හදාරන දෘශ්‍යාබාධිත සිසුන් සඳහා මුදල් ආධාර ලබාදීම.	[7, 0, 0, 0, 0, 0, 0, 0, 0]	si
['ඒ', 'අනුව', ',', 'භාර', 'දෙන', 'ලද', 'සියලු', 'ම', 'නාමයෝජනා', 'පත්\u200dර', '1981', 'අංක', '15', 'දරන', 'ජනාධිපතිවරයා', 'තෝරා', 'පත්', 'කර', 'ගැනීමේ', 'පනතේ', 'විධි', 'විධානවලට', 'අනුකූල', 'ව', 'භාර', 'දී', 'තිබූ', 'බැවින්', ',', 'සියලු', 'ම', 'නාමයෝජනා', 'පත්\u200dර', 'පිළිගනු', 'ලැබූ', 'බව', 'මැතිවරණ', 'කොමසාරිස්වරයා', 'විසින්', 'ප්\u200dරකාශ', 'කරන', 'ලදී', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O']	ඒ අනුව, භාර දෙන ලද සියලු ම නාමයෝජනා පත්‍ර 1981 අංක 15 දරන ජනාධිපතිවරයා තෝරා පත් කර ගැනීමේ පනතේ විධි විධානවලට අනුකූල ව භාර දී තිබූ බැවින්, සියලු ම නාමයෝජනා පත්‍ර පිළිගනු ලැබූ බව මැතිවරණ කොමසාරිස්වරයා විසින් ප්‍රකාශ කරන ලදී.	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 0, 0, 0, 0, 0]	si
['එම', 'කොටස', 'අධිකාරිගොඩ', ',', 'කොටපිටිය', ',', 'මීගම', ',', 'කුරුදිප්පිට', ',', 'රැටිකටිය', ',', 'ඉදිගස්තුඩුව', 'හා', 'බොදුන්පිටිය', 'යන', 'මතුගම', 'හා', 'බේරුවල', 'ප්\u200dරාදේශීය', 'ලේකම්', 'කොට්ඨාසයන්හි', 'පිහිටි', 'ගම්මානවලින්', 'සමන්විත', 'වේ', '.']	['O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O']	එම කොටස අධිකාරිගොඩ, කොටපිටිය, මීගම, කුරුදිප්පිට, රැටිකටිය, ඉදිගස්තුඩුව හා බොදුන්පිටිය යන මතුගම හා බේරුවල ප්‍රාදේශීය ලේකම් කොට්ඨාසයන්හි පිහිටි ගම්මානවලින් සමන්විත වේ.	[0, 0, 5, 0, 5, 0, 5, 0, 5, 0, 5, 0, 5, 0, 5, 0, 5, 0, 5, 5, 6, 6, 0, 0, 0, 0, 0]	si
['2014', 'වර්ෂයේ', 'දැයට', 'කිරුළ', 'පැවැත්වීමට', 'නියමිතව', 'තිබූ', 'පුත්තලම', 'කෑගල්ල', 'හා', 'කුරුණෑගල', 'දිස්ත්\u200dරික්ක', 'කේන්ද්\u200dර', 'කර', 'ගනිමින්', 'උක්ත', 'වැඩමුළු', '2013', 'වර්ෂයේ', 'දී', 'සංවිධානය', 'කරනු', 'ලැබීය', '.']	['B-MISC', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'B-LOC', 'B-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O']	2014 වර්ෂයේ දැයට කිරුළ පැවැත්වීමට නියමිතව තිබූ පුත්තලම කෑගල්ල හා කුරුණෑගල දිස්ත්‍රික්ක කේන්ද්‍ර කර ගනිමින් උක්ත වැඩමුළු 2013 වර්ෂයේ දී සංවිධානය කරනු ලැබීය.	[7, 0, 7, 8, 0, 0, 0, 5, 5, 0, 5, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0]	si
